  Cps/Mbq 161.763   65.991         
  2 b01   b02 b03 b04 b05   b10 b11 b12 b13
 300 600 0.3532  300 0.0003423 0.2631 0.056 0  300 0 0.03375 0 0
 301 602 0.346  301 0.0004312 0.2865 0.02233 0  301 0 0.0286 0.008147 0
 302 604 0.2574  302 0.00008069 0.191 0.05682 0  302 0 0.009503 0 0
 303 606 0.285  303 0.00009029 0.2002 0.07284 0  303 0.0006349 0.01126 0 0
 304 608 0.311  304 0 0.2394 0.06856 0  304 0 0.003047 0 0
 305 610 0.2568  305 0.0003178 0.1913 0.04939 0  305 0 0.01341 0.002344 0
 306 612 0.3809  306 0.0001994 0.2807 0.06977 0  306 0 0.03017 0 0
 307 614 0.2738  307 0.0003445 0.2385 0.01617 0  307 0 0.0188 0 0
 308 616 0.3406  308 0.00005285 0.2654 0.05174 0  308 0 0.02339 0 0
 309 618 0.3823  309 0 0.332 0.04361 0  309 0 0.006631 0 0
 310 620 0.3225  310 0.00008322 0.2607 0.03054 0  310 0 0.03111 0 0
 311 622 0.4256  311 0.0006703 0.3467 0.05662 0  311 0 0.01542 0.006134 0
 312 624 0.3452  312 0 0.2581 0.05377 0  312 0.00008675 0.02497 0.008219 0
 313 626 0.3627  313 0.0003159 0.2961 0.03488 0  313 0 0.02282 0.008652 0
 314 628 0.3812  314 0.0005252 0.2979 0.06309 0  314 0 0.01182 0.007812 0
 315 630 0.3861  315 0.0001388 0.3233 0.04531 0  315 0 0.01739 0 0
 316 632 0.2943  316 0.0002026 0.2004 0.05575 0  316 0 0.02951 0.008387 0
 317 634 0.3684  317 0.0002027 0.293 0.06796 0  317 0 0.007279 0 0
 318 636 0.2392  318 0.0007084 0.1661 0.04002 0  318 0 0.02811 0.004282 0
 319 638 0.3711  319 0.0002206 0.3162 0.03761 0  319 0 0.008879 0.008187 0
 320 640 0.2698  320 0.0004693 0.1928 0.05176 0  320 0 0.02475 0 0
 321 642 0.2623  321 0.0002012 0.1812 0.0382 0  321 0 0.03874 0.004035 0
 322 644 0.2619  322 0 0.2042 0.02813 0  322 0 0.02959 0 0
 323 646 0.2002  323 0.0002091 0.1574 0.0309 0  323 0 0.006428 0.005273 0
 324 648 0.2493  324 0.000136 0.1824 0.0518 0  324 0 0.01497 0 0
 325 650 0.1974  325 0.00006715 0.1501 0.03292 0  325 0 0.01433 0 0
 326 652 0.2461  326 0.0001476 0.147 0.09636 0  326 0 0.002596 0 0
 327 654 0.2176  327 0 0.1479 0.03824 0  327 0.00005306 0.0314 0 0
 328 656 0.1243  328 0.00002344 0.07877 0.032 0  328 0 0.01348 0 0
 329 658 0.2142  329 0.00002989 0.1694 0.0247 0  329 0 0.01232 0.007783 0
 330 660 0.1072  330 0.0005562 0.06657 0.03492 0  330 0 0.004233 0.0009072 0
 331 662 0.1502  331 0.00004464 0.09876 0.04817 0  331 0 0.003215 0 0
 332 664 0.1407  332 0 0.09022 0.04229 0  332 0 0.008154 0 0
 333 666 0.1833  333 0.00008089 0.1338 0.03328 0  333 0.0002249 0.01592 0 0
 334 668 0.08432  334 0 0.05985 0.02447 0  334 0 0 0 0
 335 670 0.1421  335 0 0.1009 0.02701 0  335 0 0.01421 0 0
 336 672 0.1506  336 0 0.08889 0.0426 0  336 0 0.01916 0 0
 337 674 0.1349  337 0 0.1038 0.0277 0  337 0 0.003388 0 0
 338 676 0.1864  338 0 0.1334 0.04524 0  338 0 0.007728 0 0
 339 678 0.1258  339 0.0001116 0.09841 0.02643 0  339 0 0.0008164 0 0
 340 680 0.1602  340 0 0.09385 0.04213 0  340 0 0.02423 0 0
 341 682 0.1213  341 0 0.0724 0.0325 0  341 0 0.01644 0 0
 342 684 0.1526  342 0.00002811 0.1202 0.02492 0  342 0 0.007412 0 0
 343 686 0.137  343 0 0.1137 0.01736 0  343 0 0 0.00595 0
 344 688 0.1364  344 0.0003874 0.09934 0.02758 0  344 0 0.009052 0 0
 345 690 0.1363  345 0 0.1143 0.01357 0  345 0 0.008463 0 0
 346 692 0.1852  346 0 0.1273 0.0498 0  346 0 0.00812 0 0
 347 694 0.1501  347 0.00003052 0.1086 0.0133 0  347 0 0.02816 0 0
 348 696 0.2666  348 0.0002546 0.2154 0.04267 0  348 0 0.008217 0 0
 349 698 0.1701  349 0.0003418 0.1432 0.02652 0  349 0 0 0 0
 350 700 0.1918  350 0.0001853 0.1512 0.02966 0  350 0 0.01077 0 0
 351 702 0.1328  351 0.000007006 0.1105 0.02228 0  351 0 0 0 0
 352 704 0.1973  352 0.0000971 0.1795 0.0114 0  352 0 0.006288 0 0
 353 706 0.2395  353 0.00009224 0.2006 0.02919 0  353 0.0002329 0.009348 0 0
 354 708 0.2068  354 0 0.1738 0.01363 0  354 0 0.01942 0 0
 355 710 0.1697  355 0.000753 0.1453 0.01814 0  355 0 0.005435 0 0
 356 712 0.2165  356 0.0003118 0.1975 0.008215 0  356 0 0.01041 0 0
 357 714 0.1579  357 0.00005188 0.1321 0.02123 0  357 0 0.00454 0 0
 358 716 0.1956  358 0.0003608 0.1527 0.02685 0  358 0 0.009302 0.006397 0
 359 718 0.1904  359 0.00007054 0.1542 0.01639 0  359 0 0.0197 0 0
 360 720 0.2196  360 0.0004726 0.1893 0.02228 0  360 0 0.007534 0 0
 361 722 0.2678  361 0.0004578 0.2218 0.04304 0  361 0 0.002507 0 0
 362 724 0.1678  362 0.0001392 0.1602 0.007461 0  362 0 0 0 0
 363 726 0.164  363 0 0.1278 0.03621 0  363 0 0 0 0
 364 728 0.2227  364 0.000562 0.1974 0.01673 0  364 0 0.007981 0 0
 365 730 0.2687  365 0 0.233 0.03203 0  365 0 0.003662 0 0
 366 732 0.2165  366 0.0003367 0.2014 0.005556 0  366 0 0.009212 0 0
 367 734 0.2267  367 0.0003956 0.2013 0.01574 0  367 0 0.00928 0 0
 368 736 0.2428  368 0.0002669 0.2069 0.03026 0  368 0 0.005432 0 0
 369 738 0.2175  369 0.0001492 0.2066 0.002177 0  369 0 0.008587 0 0
 370 740 0.2393  370 0.000006498 0.2172 0.02202 0  370 0 0 0 0
 371 742 0.2259  371 0.00008883 0.2107 0.01391 0  371 0 0.00119 0 0
 372 744 0.2183  372 0 0.196 0.01484 0  372 0 0.007433 0 0
 373 746 0.2806  373 0 0.2454 0.03527 0  373 0 0 0 0
 374 748 0.2059  374 0.000329 0.1966 0.008946 0  374 0 0 0 0
 375 750 0.203  375 0.0001273 0.1904 0.006516 0  375 0 0.005888 0 0
 376 752 0.2297  376 0.00007412 0.2167 0.01288 0  376 0 0 0 0
 377 754 0.2328  377 0 0.1905 0.03387 0  377 0 0.008485 0 0
 378 756 0.2594  378 0 0.2495 0.009948 0  378 0 0 0 0
 379 758 0.2709  379 0.000336 0.2508 0.01976 0  379 0 0 0 0
 380 760 0.1944  380 0 0.1792 0.01385 0  380 0 0.00138 0 0
 381 762 0.2328  381 0 0.2061 0.02667 0  381 0 0 0 0
 382 764 0.2538  382 0.0003078 0.2323 0.02122 0  382 0 0 0 0
 383 766 0.2062  383 0.0001812 0.1609 0.04187 0  383 0 0.003234 0 0
 384 768 0.2584  384 0 0.2113 0.04715 0  384 0 0 0 0
 385 770 0.1613  385 0 0.1519 0.00942 0  385 0 0 0 0
 386 772 0.2094  386 0 0.172 0.03136 0  386 0 0.006133 0 0
 387 774 0.2076  387 0.00005979 0.1938 0.01375 0  387 0 0 0 0
 388 776 0.1889  388 0.000467 0.183 0.005474 0  388 0 0 0 0
 389 778 0.1978  389 0.0001588 0.1814 0.008558 0  389 0 0.007728 0 0
 390 780 0.3293  390 0.0002309 0.3111 0.01615 0  390 0 0.00181 0 0
 391 782 0.2089  391 0.000533 0.1783 0.03011 0  391 0 0 0 0
 392 784 0.1792  392 0 0.1728 0.00636 0  392 0 0 0 0
 393 786 0.2035  393 0.00004796 0.1736 0.02981 0  393 0 0 0 0
 394 788 0.1842  394 0 0.1554 0.02879 0  394 0 0 0 0
 395 790 0.1711  395 0 0.1519 0.01301 0  395 0 0.006124 0 0
 396 792 0.1424  396 0.000002708 0.1378 0.004596 0  396 0 0 0 0
 397 794 0.1178  397 0 0.1111 0.006774 0  397 0 0 0 0
 398 796 0.1229  398 0 0.1135 0.002634 0  398 0 0.006728 0 0
 399 798 0.1368  399 0.0006009 0.1204 0.01581 0  399 0 0 0 0
 400 800 0.1214  400 0 0.1113 0.005589 0  400 0 0.004551 0 0
 401 802 0.165  401 0.0001969 0.1585 0.006278 0  401 0 0 0 0
 402 804 0.0741  402 0 0.07364 0.0004658 0  402 0 0 0 0
 403 806 0.08027  403 0.0003635 0.06479 0.01512 0  403 0 0 0 0
 404 808 0.1052  404 0.0003663 0.1007 0.004205 0  404 0 0 0 0
 405 810 0.08095  405 0.00004002 0.08091 0 0  405 0 0 0 0
 406 812 0.05533  406 0.0001416 0.04603 0.009167 0  406 0 0 0 0
 407 814 0.09299  407 0.0001069 0.08542 0.007461 0  407 0 0 0 0
 408 816 0.1118  408 0 0.1031 0 0  408 0 0.008648 0 0
 409 818 0.05227  409 0 0.05227 0 0  409 0 0 0 0
 410 820 0.09932  410 0.0002974 0.09494 0.004083 0  410 0 0 0 0
 411 822 0.05433  411 0.0003657 0.04743 0.006528 0  411 0 0 0 0
 412 824 0.05572  412 0.00004663 0.04824 0 0  412 0 0.007434 0 0
 413 826 0.0522  413 0 0.03615 0.01605 0  413 0 0 0 0
 414 828 0.06058  414 0.0002613 0.06032 0 0  414 0 0 0 0
 415 830 0.04727  415 0 0.04727 0 0  415 0 0 0 0
 416 832 0.01417  416 0 0.01417 0 0  416 0 0 0 0
 417 834 0.02766  417 0 0.01986 0.007796 0  417 0 0 0 0
 418 836 0.01607  418 0 0.01607 0 0  418 0 0 0 0
 419 838 0.01742  419 0 0.01742 0 0  419 0 0 0 0
 420 840 0.01441  420 0 0.01441 0 0  420 0 0 0 0
 421 842 0.03555  421 0.00002508 0.028 0.007523 0  421 0 0 0 0
 422 844 0.0346  422 0 0.0346 0 0  422 0 0 0 0
 423 846 0.008813  423 0 0.008813 0 0  423 0 0 0 0
 424 848 0.003818  424 0 0.003818 0 0  424 0 0 0 0
 425 850 0  425 0 0 0 0  425 0 0 0 0
 426 852 0.008129  426 0 0.008129 0 0  426 0 0 0 0
 427 854 0.0278  427 0 0.0278 0 0  427 0 0 0 0
 428 856 0.02196  428 0 0.01618 0.005779 0  428 0 0 0 0
 429 858 0.01328  429 0 0.01328 0 0  429 0 0 0 0
 430 860 0.0001528  430 0.0001528 0 0 0  430 0 0 0 0
 431 862 0.001539  431 0 0.001539 0 0  431 0 0 0 0
 432 864 0  432 0 0 0 0  432 0 0 0 0
 433 866 0.01128  433 0 0.01128 0 0  433 0 0 0 0
 434 868 0.01202  434 0 0.01202 0 0  434 0 0 0 0
 435 870 0.006739  435 0 0.006739 0 0  435 0 0 0 0
 436 872 0  436 0 0 0 0  436 0 0 0 0
 437 874 0.01818  437 0 0.01818 0 0  437 0 0 0 0
 438 876 0.02583  438 0 0.02583 0 0  438 0 0 0 0
 439 878 0.008656  439 0 0.003352 0 0  439 0 0.005304 0 0
 440 880 0.007445  440 0 0 0.007445 0  440 0 0 0 0
 441 882 0.01223  441 0 0.01223 0 0  441 0 0 0 0
 442 884 0.006524  442 0 0.006524 0 0  442 0 0 0 0
 443 886 0.01271  443 0 0.01271 0 0  443 0 0 0 0
 444 888 0  444 0 0 0 0  444 0 0 0 0
 445 890 0.005692  445 0 0.005692 0 0  445 0 0 0 0
 446 892 0  446 0 0 0 0  446 0 0 0 0
 447 894 0  447 0 0 0 0  447 0 0 0 0
 448 896 0.00001447  448 0.00001447 0 0 0  448 0 0 0 0
 449 898 0  449 0 0 0 0  449 0 0 0 0
 450 900 0.004965  450 0 0.004965 0 0  450 0 0 0 0
 451 902 0.002491  451 0 0.002491 0 0  451 0 0 0 0
 452 904 0.002702  452 0 0.002702 0 0  452 0 0 0 0
 453 906 0.0184  453 0 0.0184 0 0  453 0 0 0 0
 454 908 0.00219  454 0 0 0.00219 0  454 0 0 0 0
 455 910 0.001954  455 0 0.001954 0 0  455 0 0 0 0
 456 912 0.01303  456 0 0.01187 0.001155 0  456 0 0 0 0
 457 914 0.007059  457 0 0.007059 0 0  457 0 0 0 0
 458 916 0.005353  458 0 0.003079 0.002274 0  458 0 0 0 0
 459 918 0.006165  459 0 0.006165 0 0  459 0 0 0 0
 460 920 0  460 0 0 0 0  460 0 0 0 0
 461 922 0.003503  461 0 0.003503 0 0  461 0 0 0 0
 462 924 0.005364  462 0 0.005364 0 0  462 0 0 0 0
 463 926 0.007131  463 0 0.007131 0 0  463 0 0 0 0
 464 928 0.007727  464 0 0.007727 0 0  464 0 0 0 0
 465 930 0.008973  465 0 0.008973 0 0  465 0 0 0 0
 466 932 0.007272  466 0 0.007272 0 0  466 0 0 0 0
 467 934 0  467 0 0 0 0  467 0 0 0 0
 468 936 0  468 0 0 0 0  468 0 0 0 0
 469 938 0.00875  469 0 0.00875 0 0  469 0 0 0 0
 470 940 0  470 0 0 0 0  470 0 0 0 0
 471 942 0  471 0 0 0 0  471 0 0 0 0
 472 944 0.005741  472 0 0 0.005741 0  472 0 0 0 0
 473 946 0  473 0 0 0 0  473 0 0 0 0
 474 948 0  474 0 0 0 0  474 0 0 0 0
 475 950 0  475 0 0 0 0  475 0 0 0 0
 476 952 0  476 0 0 0 0  476 0 0 0 0
 477 954 0  477 0 0 0 0  477 0 0 0 0
 478 956 0  478 0 0 0 0  478 0 0 0 0
 479 958 0  479 0 0 0 0  479 0 0 0 0
 480 960 0  480 0 0 0 0  480 0 0 0 0
 481 962 0  481 0 0 0 0  481 0 0 0 0
 482 964 0  482 0 0 0 0  482 0 0 0 0
 483 966 0  483 0 0 0 0  483 0 0 0 0
 484 968 0  484 0 0 0 0  484 0 0 0 0
 485 970 0  485 0 0 0 0  485 0 0 0 0
 486 972 0.004331  486 0 0 0.004331 0  486 0 0 0 0
 487 974 0  487 0 0 0 0  487 0 0 0 0
 488 976 0  488 0 0 0 0  488 0 0 0 0
 489 978 0.002948  489 0 0.002948 0 0  489 0 0 0 0
 490 980 0  490 0 0 0 0  490 0 0 0 0
 491 982 0  491 0 0 0 0  491 0 0 0 0
 492 984 0  492 0 0 0 0  492 0 0 0 0
 493 986 0  493 0 0 0 0  493 0 0 0 0
 494 988 0  494 0 0 0 0  494 0 0 0 0
 495 990 0  495 0 0 0 0  495 0 0 0 0
 496 992 0  496 0 0 0 0  496 0 0 0 0
 497 994 0.007319  497 0 0.007319 0 0  497 0 0 0 0
 498 996 0  498 0 0 0 0  498 0 0 0 0
 499 998 0  499 0 0 0 0  499 0 0 0 0
 500 1000 0  500 0 0 0 0  500 0 0 0 0
 501 1002 0.00008876  501 0.00008876 0 0 0  501 0 0 0 0
 502 1004 0  502 0 0 0 0  502 0 0 0 0
 503 1006 0  503 0 0 0 0  503 0 0 0 0
 504 1008 0  504 0 0 0 0  504 0 0 0 0
 505 1010 0  505 0 0 0 0  505 0 0 0 0
 506 1012 0  506 0 0 0 0  506 0 0 0 0
 507 1014 0.00307  507 0 0.00307 0 0  507 0 0 0 0
 508 1016 0  508 0 0 0 0  508 0 0 0 0
 509 1018 0.006648  509 0 0.006648 0 0  509 0 0 0 0
 510 1020 0  510 0 0 0 0  510 0 0 0 0
 511 1022 0  511 0 0 0 0  511 0 0 0 0
 512 1024 0  512 0 0 0 0  512 0 0 0 0
